date,value
2024-03-02 14:59:53,5.6
2024-03-02 15:59:53,4.8
2024-03-02 16:59:53,4.7
2024-03-02 17:59:53,5.5
2024-03-02 18:59:53,6.7
2024-03-02 19:59:53,7.8
2024-03-02 20:59:53,8.2
2024-03-02 21:59:53,7.8
2024-03-02 22:59:53,6.6
2024-03-02 23:59:53,5.5
2024-03-03 00:59:53,5.7
2024-03-03 01:59:53,6.9
2024-03-03 02:59:53,8.4
2024-03-03 03:59:53,10
2024-03-03 04:59:53,11.2
2024-03-03 05:59:53,11.5
2024-03-03 06:59:53,10.7
2024-03-03 07:59:53,9.7
2024-03-03 08:59:53,9.3
2024-03-03 09:59:53,9.7
2024-03-03 10:59:53,10.8
2024-03-03 11:59:52,11.9
2024-03-03 12:59:52,11.9
2024-03-03 13:59:52,11.2
2024-03-03 14:59:52,10.1
2024-03-03 15:59:52,8.5
2024-03-03 16:59:52,6.8
2024-03-03 17:59:52,5.4
2024-03-03 18:59:52,5
2024-03-03 19:59:52,5.1
2024-03-03 20:59:52,5.4
2024-03-03 21:59:52,5.6
2024-03-03 22:59:52,5.7
2024-03-03 23:59:52,5.5
2024-03-04 00:59:52,5.3
2024-03-04 01:59:52,5.3
2024-03-04 02:59:52,5.5
2024-03-04 03:59:52,5.7
2024-03-04 04:59:52,5.9
2024-03-04 05:59:52,6.3
2024-03-04 06:59:52,7.3
2024-03-04 07:59:52,7.9
2024-03-04 08:59:52,8.1
2024-03-04 09:59:52,8.1
2024-03-04 10:59:52,8.2
2024-03-04 11:59:52,8.3
2024-03-04 12:59:52,7.8
2024-03-04 13:59:52,7.3
2024-03-04 14:59:52,6.9
2024-03-04 15:59:52,6.8
2024-03-04 16:59:52,6.8
2024-03-04 17:59:52,6.6
2024-03-04 18:59:52,5.8
2024-03-04 19:59:52,5.4
2024-03-04 20:59:52,5.9
2024-03-04 21:59:52,6.7
2024-03-04 22:59:52,7
2024-03-04 23:59:52,6.6
2024-03-05 00:59:52,6.9
2024-03-05 01:59:52,7.2
2024-03-05 02:59:52,7.6
2024-03-05 03:59:52,8.3
2024-03-05 04:59:52,9.5
2024-03-05 05:59:52,11
2024-03-05 06:59:52,13
2024-03-05 07:59:52,14.2
2024-03-05 08:59:52,14.4
2024-03-05 09:59:52,13.9
2024-03-05 10:59:52,13.4
2024-03-05 11:59:52,13.1
2024-03-05 12:59:52,13.2
2024-03-05 13:59:52,14
2024-03-05 14:59:52,15.1
2024-03-05 15:59:52,16.4
2024-03-05 16:59:52,17.5
2024-03-05 17:59:52,18.1
2024-03-05 18:59:52,18.1
2024-03-05 19:59:52,17.6
2024-03-05 20:59:52,17
2024-03-05 21:59:52,16.8
2024-03-05 22:59:52,17.2
2024-03-05 23:59:52,18.6
2024-03-06 00:59:52,19.5
2024-03-06 01:59:52,19.1
2024-03-06 02:59:52,18.4
2024-03-06 03:59:52,17.7
2024-03-06 04:59:52,16.9
2024-03-06 05:59:52,15.8
2024-03-06 06:59:52,14.6
2024-03-06 07:59:52,14.2
2024-03-06 08:59:52,14.6
2024-03-06 09:59:52,15.1
2024-03-06 10:59:52,15.3
2024-03-06 11:59:52,14.5
2024-03-06 12:59:52,14.2
2024-03-06 13:59:52,14.8
2024-03-06 14:59:52,15.4
2024-03-06 15:59:52,15.6
2024-03-06 16:59:52,15.4
2024-03-06 17:59:52,15.3
2024-03-06 18:59:52,15.7
2024-03-06 19:59:52,16
2024-03-06 20:59:52,15.7
2024-03-06 21:59:52,15.1
2024-03-06 22:59:52,14.1
2024-03-06 23:59:52,13.4
2024-03-07 00:59:52,13.5
2024-03-07 01:59:52,13.3
2024-03-07 02:59:52,12.8
2024-03-07 03:59:52,12
2024-03-07 04:59:52,11.4
2024-03-07 05:59:52,11.4
2024-03-07 06:59:52,11.7
2024-03-07 07:59:52,11.8
2024-03-07 08:59:52,11.9
2024-03-07 09:59:52,12.1
2024-03-07 10:59:52,12.8
2024-03-07 11:59:52,13.4
2024-03-07 12:59:52,12.8
2024-03-07 13:59:52,12.2
2024-03-07 14:59:52,12.1
2024-03-07 15:59:52,12.4
2024-03-07 16:59:52,12.8
2024-03-07 17:59:52,12.6
2024-03-07 18:59:52,11.9
2024-03-07 19:59:52,11.5
2024-03-07 20:59:52,11.1
2024-03-07 21:59:52,10.5
2024-03-07 22:59:52,9.9
2024-03-07 23:59:52,9.8
2024-03-08 00:59:52,11
2024-03-08 01:59:52,11.6
2024-03-08 02:59:52,11.4
2024-03-08 03:59:52,10.9
2024-03-08 04:59:52,10.7
2024-03-08 05:59:52,11.1
2024-03-08 06:59:52,11
2024-03-08 07:59:52,10.3
2024-03-08 08:59:52,10.1
2024-03-08 09:59:52,10.4
2024-03-08 10:59:52,11.1
2024-03-08 11:59:52,11.2
2024-03-08 12:59:52,10.5
2024-03-08 13:59:52,10.4
2024-03-08 14:59:52,10.8
2024-03-08 15:59:52,11.2
2024-03-08 16:59:52,11.2
2024-03-08 17:59:52,10.3
2024-03-08 18:59:52,10.5
2024-03-08 19:59:52,11.5
2024-03-08 20:59:52,12
2024-03-08 21:59:52,12
2024-03-08 22:59:52,11.4
2024-03-08 23:59:52,11.1
2024-03-09 00:59:52,11.3
2024-03-09 01:59:52,11.1
2024-03-09 02:59:52,10.5
2024-03-09 03:59:52,10.1
2024-03-09 04:59:52,10.1
2024-03-09 05:59:52,10.9
2024-03-09 06:59:52,10.9
2024-03-09 07:59:52,10.1
2024-03-09 08:59:52,9.4
2024-03-09 09:59:52,9.1
2024-03-09 10:59:52,9.4
2024-03-09 11:59:52,9.1
2024-03-09 12:59:52,7.9
2024-03-09 13:59:52,7.3
2024-03-09 14:59:52,7.3
2024-03-09 15:59:52,7.6
2024-03-09 16:59:52,7.6
2024-03-09 17:59:52,6.8
2024-03-09 18:59:52,6.2
2024-03-09 19:59:52,6.6
2024-03-09 20:59:52,7.3
2024-03-09 21:59:52,7.7
2024-03-09 22:59:52,7.6
2024-03-09 23:59:52,7.5
2024-03-10 00:59:52,9
2024-03-10 01:59:52,10.2
2024-03-10 02:59:52,10.4
2024-03-10 03:59:52,10.1
2024-03-10 04:59:52,9.9
2024-03-10 05:59:52,10.8
2024-03-10 06:59:52,11.9
2024-03-10 07:59:52,12
2024-03-10 08:59:52,11.6
2024-03-10 09:59:52,11.3
2024-03-10 10:59:52,11.6
2024-03-10 11:59:52,12.3
2024-03-10 12:59:52,11.5
2024-03-10 13:59:52,10.4
2024-03-10 14:59:52,10.1
2024-03-10 15:59:52,10.5
2024-03-10 16:59:52,10.7
2024-03-10 17:59:52,10.3
2024-03-10 18:59:52,10.3
2024-03-10 19:59:52,11.1
2024-03-10 20:59:52,11.8
2024-03-10 21:59:52,12.2
2024-03-10 22:59:52,11.7
2024-03-10 23:59:52,10.9
2024-03-11 00:59:52,11.3
2024-03-11 01:59:52,12.1
2024-03-11 02:59:52,12.4
2024-03-11 03:59:52,12.2
2024-03-11 04:59:52,11.8
2024-03-11 05:59:52,12
2024-03-11 06:59:52,12
2024-03-11 07:59:52,11.3
2024-03-11 08:59:52,10.6
2024-03-11 09:59:52,10.3
2024-03-11 10:59:52,10.7
2024-03-11 11:59:52,11.6
2024-03-11 12:59:52,12
2024-03-11 13:59:52,11.6
2024-03-11 14:59:52,11.2
2024-03-11 15:59:52,11
2024-03-11 16:59:52,11
2024-03-11 17:59:52,11
2024-03-11 18:59:52,10.8
2024-03-11 19:59:51,10.5
2024-03-11 20:59:51,10.7
2024-03-11 21:59:51,11.1
2024-03-11 22:59:51,11.5
2024-03-11 23:59:51,11.4
2024-03-12 00:59:51,10.8
2024-03-12 01:59:51,10.6
2024-03-12 02:59:51,10.8
2024-03-12 03:59:51,11.3
2024-03-12 04:59:51,11.8
2024-03-12 05:59:51,11.9
2024-03-12 06:59:51,11.4
2024-03-12 07:59:51,11.3
2024-03-12 08:59:51,11
2024-03-12 09:59:51,10.7
2024-03-12 10:59:51,10.2
2024-03-12 11:59:51,9.8
2024-03-12 12:59:51,9.9
2024-03-12 13:59:51,10.4
2024-03-12 14:59:51,10.7
2024-03-12 15:59:51,10.8
2024-03-12 16:59:51,10.6
2024-03-12 17:59:51,10.3
2024-03-12 18:59:51,10
2024-03-12 19:59:51,9.8
2024-03-12 20:59:51,9.7
2024-03-12 21:59:51,9.9
2024-03-12 22:59:51,10.3
2024-03-12 23:59:51,10.8
2024-03-13 00:59:51,11.1
2024-03-13 01:59:51,10.9
2024-03-13 02:59:51,10.3
2024-03-13 03:59:51,9.5
2024-03-13 04:59:51,8.6
2024-03-13 05:59:51,8.2
2024-03-13 06:59:51,8.8
2024-03-13 07:59:51,9.7
2024-03-13 08:59:51,10.3
2024-03-13 09:59:51,10.3
2024-03-13 10:59:51,9.8
2024-03-13 11:59:51,9
2024-03-13 12:59:51,8.6
2024-03-13 13:59:51,8.9
2024-03-13 14:59:51,9.5
2024-03-13 15:59:51,10.5
2024-03-13 16:59:51,11.7
2024-03-13 17:59:51,12.8
2024-03-13 18:59:51,12.5
2024-03-13 19:59:51,11.4
2024-03-13 20:59:51,10.4
2024-03-13 21:59:51,9.8
2024-03-13 22:59:51,9.6
2024-03-13 23:59:51,10.2
2024-03-14 00:59:51,11
2024-03-14 01:59:51,11.5
2024-03-14 02:59:51,11.6
2024-03-14 03:59:51,11.3
2024-03-14 04:59:51,10.3
2024-03-14 05:59:51,8.7
2024-03-14 06:59:51,8.2
2024-03-14 07:59:51,8.6
2024-03-14 08:59:51,9.4
2024-03-14 09:59:51,10.3
2024-03-14 10:59:51,11
2024-03-14 11:59:51,10.9
2024-03-14 12:59:51,10.1
2024-03-14 13:59:51,9.2
2024-03-14 14:59:51,8.7
2024-03-14 15:59:51,8.6
2024-03-14 16:59:51,9.1
2024-03-14 17:59:51,10.3
2024-03-14 18:59:51,10.5
2024-03-14 19:59:51,11.3
2024-03-14 20:59:51,11
2024-03-14 21:59:51,10.3
2024-03-14 22:59:51,9.5
2024-03-14 23:59:51,9
2024-03-15 00:59:51,8.7
2024-03-15 01:59:51,8.4
2024-03-15 02:59:51,8.4
2024-03-15 03:59:51,8.5
2024-03-15 04:59:51,8.8
2024-03-15 05:59:51,9.1
2024-03-15 06:59:51,9.1
2024-03-15 07:59:51,8.8
2024-03-15 08:59:51,8.3
2024-03-15 09:59:51,7.9
2024-03-15 10:59:51,7.5
2024-03-15 11:59:51,7.5
2024-03-15 12:59:51,8.1
2024-03-15 13:59:51,9.2
2024-03-15 14:59:51,10.2
2024-03-15 15:59:51,10.5
2024-03-15 16:59:51,10.2
2024-03-15 17:59:51,9.1
2024-03-15 18:59:51,8.2
2024-03-15 19:59:51,8.1
2024-03-15 20:59:51,8.4
2024-03-15 21:59:51,8.7
2024-03-15 22:59:51,8.9
2024-03-15 23:59:51,9
2024-03-16 00:59:51,9.1
2024-03-16 01:59:51,8.8
2024-03-16 02:59:51,8.5
2024-03-16 03:59:51,8.6
2024-03-16 04:59:51,9.2
2024-03-16 05:59:51,10
2024-03-16 06:59:51,11.2
2024-03-16 07:59:51,12.1
2024-03-16 08:59:51,13.2
2024-03-16 09:59:51,14.3
2024-03-16 10:59:51,15.6
2024-03-16 11:59:51,16.6
2024-03-16 12:59:51,17
2024-03-16 13:59:51,17.3
2024-03-16 14:59:51,17.5
2024-03-16 15:59:51,17.6
2024-03-16 16:59:51,17.7
2024-03-16 17:59:51,18
2024-03-16 18:59:51,18.4
2024-03-16 19:59:51,18.6
2024-03-16 20:59:51,18.7
2024-03-16 21:59:51,18.5
2024-03-16 22:59:51,18.1
2024-03-16 23:59:51,17.8
2024-03-17 00:59:51,17.8
2024-03-17 01:59:51,17.6
2024-03-17 02:59:51,17.4
2024-03-17 03:59:51,17.2
2024-03-17 04:59:51,17.2
2024-03-17 05:59:51,17.4
2024-03-17 06:59:51,17.5
2024-03-17 07:59:51,17.2
2024-03-17 08:59:51,16.8
2024-03-17 09:59:51,16.5
2024-03-17 10:59:51,16.6
2024-03-17 11:59:51,17
2024-03-17 12:59:51,17.2
2024-03-17 13:59:51,17.2
2024-03-17 14:59:51,17.1
2024-03-17 15:59:51,17
2024-03-17 16:59:51,16.9
2024-03-17 17:59:51,16.6
2024-03-17 18:59:51,15.9
2024-03-17 19:59:51,15.3
2024-03-17 20:59:51,14.8
2024-03-17 21:59:51,14.5
2024-03-17 22:59:51,14.2
2024-03-17 23:59:51,14
2024-03-18 00:59:51,13.9
2024-03-18 01:59:51,14
2024-03-18 02:59:51,14.2
2024-03-18 03:59:51,14.1
2024-03-18 04:59:51,13.6
2024-03-18 05:59:51,12.9
2024-03-18 06:59:51,12.6
2024-03-18 07:59:51,12.5
2024-03-18 08:59:51,12.2
2024-03-18 09:59:51,12
2024-03-18 10:59:51,11.7
2024-03-18 11:59:51,11.4
2024-03-18 12:59:51,11
2024-03-18 13:59:51,10.4
2024-03-18 14:59:51,10
2024-03-18 15:59:51,9.9
2024-03-18 16:59:51,10.3
2024-03-18 17:59:51,10.8
2024-03-18 18:59:51,10.8
2024-03-18 19:59:51,10.9
2024-03-18 20:59:51,11.3
2024-03-18 21:59:51,11.7
2024-03-18 22:59:51,11.8
2024-03-18 23:59:51,11.4
2024-03-19 00:59:51,11.1
2024-03-19 01:59:51,11.5
2024-03-19 02:59:51,11.9
2024-03-19 03:59:51,12
2024-03-19 04:59:51,11.7
2024-03-19 05:59:51,11.6
2024-03-19 06:59:51,12.1
2024-03-19 07:59:51,12.4
2024-03-19 08:59:51,12.7
2024-03-19 09:59:51,13.2
2024-03-19 10:59:51,13.7
2024-03-19 11:59:51,14.2
2024-03-19 12:59:51,14.5
2024-03-19 13:59:51,14.4
2024-03-19 14:59:51,14.4
2024-03-19 15:59:51,14.5
2024-03-19 16:59:51,15
2024-03-19 17:59:51,15.6
2024-03-19 18:59:51,16
2024-03-19 19:59:51,16.5
2024-03-19 20:59:51,16.9
2024-03-19 21:59:51,16.7
2024-03-19 22:59:51,15.8
2024-03-19 23:59:51,15.1
2024-03-20 00:59:51,15.4
2024-03-20 01:59:51,15.3
2024-03-20 02:59:51,15
2024-03-20 03:59:50,14.7
2024-03-20 04:59:50,14.4
2024-03-20 05:59:50,13.9
2024-03-20 06:59:50,13.5
2024-03-20 07:59:50,13.1
2024-03-20 08:59:50,12.8
2024-03-20 09:59:50,12.9
2024-03-20 10:59:50,13.5
2024-03-20 11:59:50,14.2
2024-03-20 12:59:50,14.5
2024-03-20 13:59:50,14.5
2024-03-20 14:59:50,14.4
2024-03-20 15:59:50,14.2
2024-03-20 16:59:50,14.3
2024-03-20 17:59:50,14.6
2024-03-20 18:59:50,14.6
2024-03-20 19:59:50,14.4
2024-03-20 20:59:50,14.4
2024-03-20 21:59:50,14.4
2024-03-20 22:59:50,14.4
2024-03-20 23:59:50,14
2024-03-21 00:59:50,13.9
2024-03-21 01:59:50,14.3
2024-03-21 02:59:50,14.8
2024-03-21 03:59:50,14.7
2024-03-21 04:59:50,13.8
2024-03-21 05:59:50,13
2024-03-21 06:59:50,13.7
2024-03-21 07:59:50,14.2
2024-03-21 08:59:50,14.2
2024-03-21 09:59:50,14
2024-03-21 10:59:50,14.2
2024-03-21 11:59:50,14.9
2024-03-21 12:59:50,14.9
2024-03-21 13:59:50,14.5
2024-03-21 14:59:50,14.5
2024-03-21 15:59:50,15.1
2024-03-21 16:59:50,16
2024-03-21 17:59:50,16.3
2024-03-21 18:59:50,15.9
2024-03-21 19:59:50,15.8
2024-03-21 20:59:50,16
2024-03-21 21:59:50,16.2
2024-03-21 22:59:50,16
2024-03-21 23:59:50,15.4
2024-03-22 00:59:50,15.8
2024-03-22 01:59:50,16.4
2024-03-22 02:59:50,16.5
2024-03-22 03:59:50,16.2
2024-03-22 04:59:50,16.1
2024-03-22 05:59:50,16.4
2024-03-22 06:59:50,16.1
2024-03-22 07:59:50,15.9
2024-03-22 08:59:50,15.9
2024-03-22 09:59:50,16.2
2024-03-22 10:59:50,16.5
2024-03-22 11:59:50,16.3
2024-03-22 12:59:50,15.7
2024-03-22 13:59:50,15.4
2024-03-22 14:59:50,15.4
2024-03-22 15:59:50,15.4
2024-03-22 16:59:50,15.2
2024-03-22 17:59:50,14.8
2024-03-22 18:59:50,14.8
2024-03-22 19:59:50,14.7
2024-03-22 20:59:50,14.1
2024-03-22 21:59:50,13.6
2024-03-22 22:59:50,13.4
2024-03-22 23:59:50,13.9
2024-03-23 00:59:50,13.5
2024-03-23 01:59:50,12.7
2024-03-23 02:59:50,12.3
2024-03-23 03:59:50,12.3
2024-03-23 04:59:50,12.7
2024-03-23 05:59:50,12.7
2024-03-23 06:59:50,12
2024-03-23 07:59:50,11.9
2024-03-23 08:59:50,12
2024-03-23 09:59:50,12.1
2024-03-23 10:59:50,11.9
2024-03-23 11:59:50,11.2
2024-03-23 12:59:50,11
2024-03-23 13:59:50,11.2
2024-03-23 14:59:50,11.5
2024-03-23 15:59:50,11.8
2024-03-23 16:59:50,12.3
2024-03-23 17:59:50,12.7
2024-03-23 18:59:50,12.6
2024-03-23 19:59:50,12.3
2024-03-23 20:59:50,11.9
2024-03-23 21:59:50,11.6
2024-03-23 22:59:50,11.6
2024-03-23 23:59:50,12.3
2024-03-24 00:59:50,13.5
2024-03-24 01:59:50,13.6
2024-03-24 02:59:50,13
2024-03-24 03:59:50,12
2024-03-24 04:59:50,11.3
2024-03-24 05:59:50,11.4
2024-03-24 06:59:50,11.9
2024-03-24 07:59:50,12
2024-03-24 08:59:50,11.9
2024-03-24 09:59:50,11.6
2024-03-24 10:59:50,11.3
2024-03-24 11:59:50,10.6
2024-03-24 12:59:50,9.7
2024-03-24 13:59:50,9.3
2024-03-24 14:59:50,8.9
2024-03-24 15:59:50,8.4
2024-03-24 16:59:50,7.6
2024-03-24 17:59:50,6.9
2024-03-24 18:59:50,7.3
2024-03-24 19:59:50,8.2
2024-03-24 20:59:50,8.6
2024-03-24 21:59:50,8.3
2024-03-24 22:59:50,7.5
