Time,PM 2.5 [µg/m³]
01/01/2024 00:05,32.8
01/01/2024 00:10,32.2
01/01/2024 00:15,31.8
01/01/2024 00:20,31.3
01/01/2024 00:25,30.6
01/01/2024 00:30,29.4
01/01/2024 00:35,27.2
01/01/2024 00:40,25
01/01/2024 00:45,23.8
01/01/2024 00:50,23.4
01/01/2024 00:55,24
01/01/2024 01:00,25.1
01/01/2024 01:05,26.3
01/01/2024 01:10,26.6
01/01/2024 01:15,26.1
01/01/2024 01:20,25.3
01/01/2024 01:25,24.6
01/01/2024 01:30,24.2
01/01/2024 01:35,24.3
01/01/2024 01:40,24.9
01/01/2024 01:45,26.1
01/01/2024 01:50,27.6
01/01/2024 01:55,28.4
01/01/2024 02:00,28.4
01/01/2024 02:05,27.7
01/01/2024 02:10,27.2
01/01/2024 02:15,27.1
01/01/2024 02:20,27.6
01/01/2024 02:25,28.4
01/01/2024 02:30,29.4
01/01/2024 02:35,30.1
01/01/2024 02:40,30.1
01/01/2024 02:45,28.8
01/01/2024 02:50,27.3
01/01/2024 02:55,26.2
01/01/2024 03:00,25.8
01/01/2024 03:05,26.2
01/01/2024 03:10,27.1
01/01/2024 03:15,28.1
01/01/2024 03:20,28.5
01/01/2024 03:25,28.4
01/01/2024 03:30,27.9
01/01/2024 03:35,27.3
01/01/2024 03:40,27.4
01/01/2024 03:45,28.1
01/01/2024 03:50,28.9
01/01/2024 03:55,29.7
01/01/2024 04:00,30
01/01/2024 04:05,30.2
01/01/2024 04:10,30.1
01/01/2024 04:15,29.9
01/01/2024 04:20,29.8
01/01/2024 04:25,29.7
01/01/2024 04:30,29.7
01/01/2024 04:35,29.8
01/01/2024 04:40,29.8
01/01/2024 04:45,29.4
01/01/2024 04:50,29
01/01/2024 04:55,28.6
01/01/2024 05:00,28.2
01/01/2024 05:05,28
01/01/2024 05:10,27.8
01/01/2024 05:15,27.5
01/01/2024 05:20,27.2
01/01/2024 05:25,27
01/01/2024 05:30,27.2
01/01/2024 05:35,27.7
01/01/2024 05:40,27.6
01/01/2024 05:45,27.4
01/01/2024 05:50,27.2
01/01/2024 05:55,26.8
01/01/2024 06:00,26.2
01/01/2024 06:05,25.3
01/01/2024 06:10,24.7
01/01/2024 06:15,24.7
01/01/2024 06:20,24.9
01/01/2024 06:25,25.2
01/01/2024 06:30,25.5
01/01/2024 06:35,25.6
01/01/2024 06:40,26.3
01/01/2024 06:45,27.4
01/01/2024 06:50,28.5
01/01/2024 06:55,29.4
01/01/2024 07:00,30.3
01/01/2024 07:05,31
01/01/2024 07:10,31.5
01/01/2024 07:15,31.7
01/01/2024 07:20,31.8
01/01/2024 07:25,31.9
01/01/2024 07:30,32
01/01/2024 07:35,32.3
01/01/2024 07:40,32.3
01/01/2024 07:45,31.7
01/01/2024 07:50,30.9
01/01/2024 07:55,30
01/01/2024 08:00,29.2
01/01/2024 08:05,28.5
01/01/2024 08:10,27.8
01/01/2024 08:15,27.4
01/01/2024 08:20,27.5
01/01/2024 08:25,27.8
01/01/2024 08:30,27.9
01/01/2024 08:35,27.5
01/01/2024 08:40,27.4
01/01/2024 08:45,27.7
01/01/2024 08:50,28
01/01/2024 08:55,28.3
01/01/2024 09:00,28.7
01/01/2024 09:05,29.3
01/01/2024 09:10,30
01/01/2024 09:15,30.2
01/01/2024 09:20,30.1
01/01/2024 09:25,29.7
01/01/2024 09:30,29.3
01/01/2024 09:35,29
01/01/2024 09:40,28.8
01/01/2024 09:45,28.8
01/01/2024 09:50,29.1
01/01/2024 09:55,29.8
01/01/2024 10:00,30.6
01/01/2024 10:05,31.5
01/01/2024 10:10,32.2
01/01/2024 10:15,32.5
01/01/2024 10:20,32.4
01/01/2024 10:25,32.2
01/01/2024 10:30,32
01/01/2024 10:35,32.4
01/01/2024 10:40,33.4
01/01/2024 10:45,34.1
01/01/2024 10:50,34.3
01/01/2024 10:55,34
01/01/2024 11:00,33.2
01/01/2024 11:05,32
01/01/2024 11:10,31.5
01/01/2024 11:15,31.4
01/01/2024 11:20,31.6
01/01/2024 11:25,32.1
01/01/2024 11:30,32.7
01/01/2024 11:35,33.1
01/01/2024 11:40,32.4
01/01/2024 11:45,31.4
01/01/2024 11:50,30.5
01/01/2024 11:55,30.2
01/01/2024 12:00,30.4
01/01/2024 12:05,30.9
01/01/2024 12:10,30.9
01/01/2024 12:15,30.5
01/01/2024 12:20,30.3
01/01/2024 12:25,30.2
01/01/2024 12:30,30.2
01/01/2024 12:35,30
01/01/2024 12:40,29.6
01/01/2024 12:45,29.8
01/01/2024 12:50,30.3
01/01/2024 12:55,30.7
01/01/2024 13:00,30.8
01/01/2024 13:05,30.9
01/01/2024 13:10,31.1
01/01/2024 13:15,31.3
01/01/2024 13:20,31.5
01/01/2024 13:25,31.5
01/01/2024 13:30,31.4
01/01/2024 13:35,31.2
01/01/2024 13:40,31.7
01/01/2024 13:45,32
01/01/2024 13:50,32
01/01/2024 13:55,31.9
01/01/2024 14:00,31.9
01/01/2024 14:05,31.9
01/01/2024 14:10,31.9
01/01/2024 14:15,32
01/01/2024 14:20,31.9
01/01/2024 14:25,31.6
01/01/2024 14:30,31.2
01/01/2024 14:35,30.9
01/01/2024 14:40,30.4
01/01/2024 14:45,30
01/01/2024 14:50,29.6
01/01/2024 14:55,29.2
01/01/2024 15:00,28.6
01/01/2024 15:05,27.9
01/01/2024 15:10,27.6
01/01/2024 15:15,27.4
01/01/2024 15:20,27
01/01/2024 15:25,26.5
01/01/2024 15:30,26.1
01/01/2024 15:35,26
01/01/2024 15:40,25.6
01/01/2024 15:45,25.3
01/01/2024 15:50,25
01/01/2024 15:55,24.9
01/01/2024 16:00,24.7
01/01/2024 16:05,24.7
01/01/2024 16:10,24.1
01/01/2024 16:15,23.4
01/01/2024 16:20,23
01/01/2024 16:25,22.9
01/01/2024 16:30,22.7
01/01/2024 16:35,22.3
01/01/2024 16:40,22.3
01/01/2024 16:45,22.2
01/01/2024 16:50,22
01/01/2024 16:55,21.9
01/01/2024 17:00,22.1
01/01/2024 17:05,22.7
01/01/2024 17:10,23.6
01/01/2024 17:15,24.3
01/01/2024 17:20,24.9
01/01/2024 17:25,25.7
01/01/2024 17:30,26.6
01/01/2024 17:35,27.5
01/01/2024 17:40,27.4
01/01/2024 17:45,27
01/01/2024 17:50,27
01/01/2024 17:55,27.4
01/01/2024 18:00,27.8
01/01/2024 18:05,27.7
01/01/2024 18:10,26.8
01/01/2024 18:15,26.1
01/01/2024 18:20,25.7
01/01/2024 18:25,25.5
01/01/2024 18:30,25.6
01/01/2024 18:35,25.7
01/01/2024 18:40,25.9
01/01/2024 18:45,26.2
01/01/2024 18:50,26.3
01/01/2024 18:55,26.4
01/01/2024 19:00,26.3
01/01/2024 19:05,26.6
01/01/2024 19:10,27.8
01/01/2024 19:15,28.9
01/01/2024 19:20,29.4
01/01/2024 19:25,29.5
01/01/2024 19:30,29.2
01/01/2024 19:35,29.2
01/01/2024 19:40,29.8
01/01/2024 19:45,30.3
01/01/2024 19:50,30.4
01/01/2024 19:55,30.3
01/01/2024 20:00,30
01/01/2024 20:05,29.6
01/01/2024 20:10,29
01/01/2024 20:15,28.4
01/01/2024 20:20,27.7
01/01/2024 20:25,26.9
01/01/2024 20:30,26
01/01/2024 20:35,25.1
01/01/2024 20:40,24.3
01/01/2024 20:45,24.3
01/01/2024 20:50,24.7
01/01/2024 20:55,25.3
01/01/2024 21:00,25.8
01/01/2024 21:05,25.9
01/01/2024 21:10,26.6
01/01/2024 21:15,28
01/01/2024 21:20,30.5
01/01/2024 21:25,33.8
01/01/2024 21:30,37.7
01/01/2024 21:35,40.7
01/01/2024 21:40,41.9
01/01/2024 21:45,42.2
01/01/2024 21:50,41.9
01/01/2024 21:55,41.6
01/01/2024 22:00,41.4
01/01/2024 22:05,41.3
01/01/2024 22:10,40.8
01/01/2024 22:15,39.4
01/01/2024 22:20,36.8
01/01/2024 22:25,33.3
01/01/2024 22:30,29.6
01/01/2024 22:35,27.8
01/01/2024 22:40,28
01/01/2024 22:45,28.4
01/01/2024 22:50,28.6
01/01/2024 22:55,28.5
01/01/2024 23:00,28.2
01/01/2024 23:05,27.8
01/01/2024 23:10,27.4
01/01/2024 23:15,27.4
01/01/2024 23:20,28
01/01/2024 23:25,28.8
01/01/2024 23:30,29
01/01/2024 23:35,28
01/01/2024 23:40,26.3
01/01/2024 23:45,25
01/01/2024 23:50,24.1
01/01/2024 23:55,23.7
02/01/2024 00:00,23.8
02/01/2024 00:05,23.9
02/01/2024 00:10,23.5
02/01/2024 00:15,22.9
02/01/2024 00:20,22.2
02/01/2024 00:25,21.5
02/01/2024 00:30,21.2
02/01/2024 00:35,21.3
02/01/2024 00:40,21.1
02/01/2024 00:45,21
02/01/2024 00:50,21.2
02/01/2024 00:55,21.4
02/01/2024 01:00,21.5
02/01/2024 01:05,21.9
02/01/2024 01:10,22.4
02/01/2024 01:15,22.4
02/01/2024 01:20,22.5
02/01/2024 01:25,22.8
02/01/2024 01:30,23.3
02/01/2024 01:35,24
02/01/2024 01:40,24.5
02/01/2024 01:45,24.4
02/01/2024 01:50,24
02/01/2024 01:55,23.5
02/01/2024 02:00,23.2
02/01/2024 02:05,22.7
02/01/2024 02:10,22.1
02/01/2024 02:15,21.9
02/01/2024 02:20,21.7
02/01/2024 02:25,21.4
02/01/2024 02:30,20.9
02/01/2024 02:35,20.4
02/01/2024 02:40,20.3
02/01/2024 02:45,20.5
02/01/2024 02:50,20.6
02/01/2024 02:55,20.4
02/01/2024 03:00,20.1
02/01/2024 03:05,19.8
02/01/2024 03:10,20.1
02/01/2024 03:15,20.4
02/01/2024 03:20,20.5
02/01/2024 03:25,20.5
02/01/2024 03:30,20.3
02/01/2024 03:35,20.1
02/01/2024 03:40,20.2
02/01/2024 03:45,20.3
02/01/2024 03:50,20.3
02/01/2024 03:55,20.4
02/01/2024 04:00,20.6
02/01/2024 04:05,21
02/01/2024 04:10,21
02/01/2024 04:15,20.6
02/01/2024 04:20,20.2
02/01/2024 04:25,19.8
02/01/2024 04:30,19.4
02/01/2024 04:35,19.1
02/01/2024 04:40,18.9
02/01/2024 04:45,19.3
02/01/2024 04:50,19.9
02/01/2024 04:55,20.3
02/01/2024 05:00,20
02/01/2024 05:05,18.9
02/01/2024 05:10,18.1
02/01/2024 05:15,18.4
02/01/2024 05:20,19.1
02/01/2024 05:25,19.8
02/01/2024 05:30,20.1
02/01/2024 05:35,20
02/01/2024 05:40,19.7
02/01/2024 05:45,19.3
02/01/2024 05:50,18.8
02/01/2024 05:55,18.7
02/01/2024 06:00,19
02/01/2024 06:05,19.8
02/01/2024 06:10,20.3
02/01/2024 06:15,20.1
02/01/2024 06:20,19.6
02/01/2024 06:25,19.1
02/01/2024 06:30,18.6
02/01/2024 06:35,18.2
02/01/2024 06:40,18.2
02/01/2024 06:45,18.5
02/01/2024 06:50,18.8
02/01/2024 06:55,18.9
02/01/2024 07:00,18.9
02/01/2024 07:05,18.8
02/01/2024 07:10,19
02/01/2024 07:15,19.1
02/01/2024 07:20,19.2
02/01/2024 07:25,19.5
02/01/2024 07:30,20
02/01/2024 07:35,20.5
02/01/2024 07:40,20.4
02/01/2024 07:45,20
02/01/2024 07:50,19.7
02/01/2024 07:55,20
02/01/2024 08:00,20.8
02/01/2024 08:05,21.7
02/01/2024 08:10,22.3
02/01/2024 08:15,23.1
02/01/2024 08:20,24
02/01/2024 08:25,24.8
02/01/2024 08:30,25.4
02/01/2024 08:35,25.8
02/01/2024 08:40,26.4
02/01/2024 08:45,27
02/01/2024 08:50,27.2
02/01/2024 08:55,26.8
02/01/2024 09:00,25.9
02/01/2024 09:05,25
02/01/2024 09:10,24.1
02/01/2024 09:15,23.4
02/01/2024 09:20,22.9
02/01/2024 09:25,22.8
02/01/2024 09:30,23.3
02/01/2024 09:35,24.5
02/01/2024 09:40,25.7
02/01/2024 09:45,26
02/01/2024 09:50,25.7
02/01/2024 09:55,25.5
02/01/2024 10:00,25.4
02/01/2024 10:05,25.8
02/01/2024 10:10,26.7
02/01/2024 10:15,27.2
02/01/2024 10:20,27.3
02/01/2024 10:25,27.2
02/01/2024 10:30,26.7
02/01/2024 10:35,25.9
02/01/2024 10:40,24.9
02/01/2024 10:45,24.9
02/01/2024 10:50,25.5
02/01/2024 10:55,26.1
02/01/2024 11:00,26.6
02/01/2024 11:05,26.4
02/01/2024 11:10,26.1
02/01/2024 11:15,26
02/01/2024 11:20,25.8
02/01/2024 11:25,25.2
02/01/2024 11:30,24.5
02/01/2024 11:35,24.4
02/01/2024 11:40,24.7
02/01/2024 11:45,24.5
02/01/2024 11:50,23.9
02/01/2024 11:55,23.2
02/01/2024 12:00,22.6
02/01/2024 12:05,22.1
02/01/2024 12:10,21.3
02/01/2024 12:15,20.6
02/01/2024 12:20,20.1
02/01/2024 12:25,19.9
02/01/2024 12:30,20.1
02/01/2024 12:35,19.9
02/01/2024 12:40,19.4
02/01/2024 12:45,19.3
02/01/2024 12:50,19.3
02/01/2024 12:55,19.5
02/01/2024 13:00,19.8
02/01/2024 13:05,20.3
02/01/2024 13:10,21.1
02/01/2024 13:15,22.3
02/01/2024 13:20,23.3
02/01/2024 13:25,24.1
02/01/2024 13:30,24.7
02/01/2024 13:35,25.5
02/01/2024 13:40,27.1
02/01/2024 13:45,28.9
02/01/2024 13:50,30.8
02/01/2024 13:55,32.4
02/01/2024 14:00,33.7
02/01/2024 14:05,35.1
02/01/2024 14:10,36.6
02/01/2024 14:15,37.6
02/01/2024 14:20,38.4
02/01/2024 14:25,39.3
02/01/2024 14:30,40.1
02/01/2024 14:35,40.7
02/01/2024 14:40,40.4
02/01/2024 14:45,40
02/01/2024 14:50,39.7
02/01/2024 14:55,39.4
02/01/2024 15:00,39.3
02/01/2024 15:05,39.2
02/01/2024 15:10,38.7
02/01/2024 15:15,37.9
02/01/2024 15:20,37.5
02/01/2024 15:25,37.3
02/01/2024 15:30,37.3
02/01/2024 15:35,36.8
02/01/2024 15:40,36.8
02/01/2024 15:45,37
02/01/2024 15:50,36.8
02/01/2024 15:55,36.4
02/01/2024 16:00,35.9
02/01/2024 16:05,35.4
02/01/2024 16:10,34.8
02/01/2024 16:15,34.4
02/01/2024 16:20,34
02/01/2024 16:25,33.3
02/01/2024 16:30,32.5
02/01/2024 16:35,31.8
02/01/2024 16:40,31.4
02/01/2024 16:45,30.5
02/01/2024 16:50,29.8
02/01/2024 16:55,29.3
02/01/2024 17:00,28.7
02/01/2024 17:05,27.8
02/01/2024 17:10,27.2
02/01/2024 17:15,27.1
02/01/2024 17:20,26.9
02/01/2024 17:25,26.7
02/01/2024 17:30,26.5
02/01/2024 17:35,26.5
02/01/2024 17:40,26.2
02/01/2024 17:45,26
02/01/2024 17:50,26.3
02/01/2024 17:55,26.9
02/01/2024 18:00,27.6
02/01/2024 18:05,28.4
02/01/2024 18:10,28.4
02/01/2024 18:15,27.9
02/01/2024 18:20,28.8
02/01/2024 18:25,31.3
02/01/2024 18:30,35
02/01/2024 18:35,37.2
02/01/2024 18:40,36.9
02/01/2024 18:45,36.4
02/01/2024 18:50,35.9
02/01/2024 18:55,35.2
02/01/2024 19:00,33.9
02/01/2024 19:05,32.1
02/01/2024 19:10,32.5
02/01/2024 19:15,34.5
02/01/2024 19:20,34.5
02/01/2024 19:25,32.5
02/01/2024 19:30,29.2
02/01/2024 19:35,26.9
02/01/2024 19:40,26.7
02/01/2024 19:45,26.5
02/01/2024 19:50,26.1
02/01/2024 19:55,25.5
02/01/2024 20:00,25.3
02/01/2024 20:05,25.5
02/01/2024 20:10,24.8
02/01/2024 20:15,23.3
02/01/2024 20:20,21.6
02/01/2024 20:25,19.8
02/01/2024 20:30,18
02/01/2024 20:35,16.2
02/01/2024 20:40,14.6
02/01/2024 20:45,13.9
02/01/2024 20:50,13.6
02/01/2024 20:55,13.8
02/01/2024 21:00,14.3
02/01/2024 21:05,14.3
02/01/2024 21:10,13.3
02/01/2024 21:15,12
02/01/2024 21:20,11.3
02/01/2024 21:25,11.2
02/01/2024 21:30,12
02/01/2024 21:35,12.8
02/01/2024 21:40,12.9
02/01/2024 21:45,12.1
02/01/2024 21:50,10.7
02/01/2024 21:55,9
02/01/2024 22:00,7.4
02/01/2024 22:05,6.2
02/01/2024 22:10,5.8
02/01/2024 22:15,5.9
02/01/2024 22:20,5.7
02/01/2024 22:25,5.1
02/01/2024 22:30,4.1
02/01/2024 22:35,2.6
02/01/2024 22:40,1.7
02/01/2024 22:45,1.7
02/01/2024 22:50,2.1
02/01/2024 22:55,2.8
02/01/2024 23:00,3.4
02/01/2024 23:05,3.7
02/01/2024 23:10,3.1
02/01/2024 23:15,2
02/01/2024 23:20,1
02/01/2024 23:25,0.3
02/01/2024 23:30,0.1
02/01/2024 23:35,0.6
02/01/2024 23:40,1.7
02/01/2024 23:45,2.4
02/01/2024 23:50,2.7
02/01/2024 23:55,2.4
03/01/2024 00:00,1.9
03/01/2024 00:05,1.5
03/01/2024 00:10,2.1
03/01/2024 00:15,3.2
03/01/2024 00:20,4.3
03/01/2024 00:25,5.3
03/01/2024 00:30,6
03/01/2024 00:35,6.2
03/01/2024 00:40,5.7
03/01/2024 00:45,5.1
03/01/2024 00:50,4.9
03/01/2024 00:55,5.1
03/01/2024 01:00,6
03/01/2024 01:05,7
03/01/2024 01:10,7.2
03/01/2024 01:15,7.2
03/01/2024 01:20,7.1
03/01/2024 01:25,7
03/01/2024 01:30,7
03/01/2024 01:35,7.4
03/01/2024 01:40,8.5
03/01/2024 01:45,9.2
03/01/2024 01:50,9.4
03/01/2024 01:55,9.1
03/01/2024 02:00,8.5
03/01/2024 02:05,8.2
03/01/2024 02:10,8.4
03/01/2024 02:15,8.7
03/01/2024 02:20,8.9
03/01/2024 02:25,9
03/01/2024 02:30,8.9
03/01/2024 02:35,8.4
03/01/2024 02:40,8.1
03/01/2024 02:45,8.2
03/01/2024 02:50,8.4
03/01/2024 02:55,8.3
03/01/2024 03:00,7.8
03/01/2024 03:05,7.4
03/01/2024 03:10,7.6
03/01/2024 03:15,7.8
03/01/2024 03:20,7.8
03/01/2024 03:25,7.4
03/01/2024 03:30,6.8
03/01/2024 03:35,6
03/01/2024 03:40,5.1
03/01/2024 03:45,4.9
03/01/2024 03:50,5
03/01/2024 03:55,5.5
03/01/2024 04:00,6.2
03/01/2024 04:05,6.8
03/01/2024 04:10,6.3
03/01/2024 04:15,5.5
03/01/2024 04:20,5.2
03/01/2024 04:25,5.2
03/01/2024 04:30,5.6
03/01/2024 04:35,6
03/01/2024 04:40,5.3
03/01/2024 04:45,4.5
03/01/2024 04:50,4.1
03/01/2024 04:55,3.9
03/01/2024 05:00,3.8
03/01/2024 05:05,3.5
03/01/2024 05:10,3.4
03/01/2024 05:15,3.5
03/01/2024 05:20,3.7
03/01/2024 05:25,3.9
03/01/2024 05:30,4.4
03/01/2024 05:35,5.2
03/01/2024 05:40,5.8
03/01/2024 05:45,5.9
03/01/2024 05:50,5.3
03/01/2024 05:55,4.5
03/01/2024 06:00,3.9
03/01/2024 06:05,4.2
03/01/2024 06:10,4.9
03/01/2024 06:15,5.1
03/01/2024 06:20,5
03/01/2024 06:25,4.6
03/01/2024 06:30,4.2
03/01/2024 06:35,3.8
03/01/2024 06:40,4
03/01/2024 06:45,4.1
03/01/2024 06:50,4.5
03/01/2024 06:55,5
03/01/2024 07:00,5.6
03/01/2024 07:05,5.5
03/01/2024 07:10,5.4
03/01/2024 07:15,5.9
03/01/2024 07:20,6.6
03/01/2024 07:25,7.4
03/01/2024 07:30,8.1
03/01/2024 07:35,8.8
03/01/2024 07:40,9.5
03/01/2024 07:45,10
03/01/2024 07:50,10.1
03/01/2024 07:55,10.1
03/01/2024 08:00,10.2
03/01/2024 08:05,11
03/01/2024 08:10,11.5
03/01/2024 08:15,11.6
03/01/2024 08:20,11.6
03/01/2024 08:25,11.8
03/01/2024 08:30,12.1
03/01/2024 08:35,12.5
03/01/2024 08:40,13.4
03/01/2024 08:45,14.1
03/01/2024 08:50,14.6
03/01/2024 08:55,15.2
03/01/2024 09:00,15.9
03/01/2024 09:05,16.6
03/01/2024 09:10,17.4
03/01/2024 09:15,18
03/01/2024 09:20,18.3
03/01/2024 09:25,18.3
03/01/2024 09:30,17.8
03/01/2024 09:35,17.2
03/01/2024 09:40,16.5
03/01/2024 09:45,16.8
03/01/2024 09:50,17.8
03/01/2024 09:55,19.2
03/01/2024 10:00,20.2
03/01/2024 10:05,20.5
03/01/2024 10:10,19.9
03/01/2024 10:15,19
03/01/2024 10:20,18.1
03/01/2024 10:25,17.4
03/01/2024 10:30,16.9
03/01/2024 10:35,16.6
03/01/2024 10:40,16.2
03/01/2024 10:45,15.8
03/01/2024 10:50,15.1
03/01/2024 10:55,13.7
03/01/2024 11:00,12.1
03/01/2024 11:05,10.4
03/01/2024 11:10,10
03/01/2024 11:15,10.5
03/01/2024 11:20,10.9
03/01/2024 11:25,11.2
03/01/2024 11:30,11
03/01/2024 11:35,10.5
03/01/2024 11:40,10
03/01/2024 11:45,9.6
03/01/2024 11:50,9.2
03/01/2024 11:55,9
03/01/2024 12:00,9
03/01/2024 12:05,9.4
03/01/2024 12:10,9.4
03/01/2024 12:15,8.8
03/01/2024 12:20,8.3
03/01/2024 12:25,8.1
03/01/2024 12:30,8.5
03/01/2024 12:35,9.4
03/01/2024 12:40,10.1
03/01/2024 12:45,10.1
03/01/2024 12:50,10
03/01/2024 12:55,10.2
03/01/2024 13:00,10.3
03/01/2024 13:05,9.7
03/01/2024 13:10,8.2
03/01/2024 13:15,7
03/01/2024 13:20,6.3
03/01/2024 13:25,6.1
03/01/2024 13:30,6.3
03/01/2024 13:35,6.8
03/01/2024 13:40,6.4
03/01/2024 13:45,6.1
03/01/2024 13:50,5.8
03/01/2024 13:55,5.5
03/01/2024 14:00,5.3
03/01/2024 14:05,5.4
03/01/2024 14:10,6.1
03/01/2024 14:15,7.2
03/01/2024 14:20,8.3
03/01/2024 14:25,8.7
03/01/2024 14:30,8
03/01/2024 14:35,6.6
03/01/2024 14:40,6.1
03/01/2024 14:45,6.5
03/01/2024 14:50,6.6
03/01/2024 14:55,6.3
03/01/2024 15:00,5.8
03/01/2024 15:05,5.7
03/01/2024 15:10,5.7
03/01/2024 15:15,5.2
03/01/2024 15:20,4.8
03/01/2024 15:25,4.5
03/01/2024 15:30,4.8
03/01/2024 15:35,5.4
03/01/2024 15:40,5.5
03/01/2024 15:45,5.4
03/01/2024 15:50,5.9
03/01/2024 15:55,6.6
03/01/2024 16:00,7.3
03/01/2024 16:05,7
03/01/2024 16:10,6.3
03/01/2024 16:15,5.9
03/01/2024 16:20,5.8
03/01/2024 16:25,5.7
03/01/2024 16:30,5.3
03/01/2024 16:35,4.7
03/01/2024 16:40,4.6
03/01/2024 16:45,4.8
03/01/2024 16:50,4.6
03/01/2024 16:55,4.2
03/01/2024 17:00,3.8
03/01/2024 17:05,4.1
03/01/2024 17:10,5.2
03/01/2024 17:15,6
03/01/2024 17:20,6.3
03/01/2024 17:25,6.5
03/01/2024 17:30,6.7
03/01/2024 17:35,7.4
03/01/2024 17:40,7.9
03/01/2024 17:45,7.7
03/01/2024 17:50,7.3
03/01/2024 17:55,6.8
03/01/2024 18:00,6.5
03/01/2024 18:05,6.3
03/01/2024 18:10,6.3
03/01/2024 18:15,6.4
03/01/2024 18:20,6.4
03/01/2024 18:25,6.3
03/01/2024 18:30,6
03/01/2024 18:35,5.7
03/01/2024 18:40,5.4
03/01/2024 18:45,5.5
03/01/2024 18:50,5.9
03/01/2024 18:55,6.6
03/01/2024 19:00,7.3
03/01/2024 19:05,7.6
03/01/2024 19:10,6.5
03/01/2024 19:15,5.2
03/01/2024 19:20,4.4
03/01/2024 19:25,4.1
03/01/2024 19:30,4.4
03/01/2024 19:35,5.1
03/01/2024 19:40,5
03/01/2024 19:45,4.1
03/01/2024 19:50,2.8
03/01/2024 19:55,1.2
03/01/2024 20:00,-0.2
03/01/2024 20:05,-0.6
03/01/2024 20:10,0.5
03/01/2024 20:15,1.8
03/01/2024 20:20,3
03/01/2024 20:25,3.7
03/01/2024 20:30,3.7
03/01/2024 20:35,2.7
03/01/2024 20:40,2
03/01/2024 20:45,2
03/01/2024 20:50,2.6
03/01/2024 20:55,3.5
03/01/2024 21:00,4.7
03/01/2024 21:05,5.5
03/01/2024 21:10,5.3
03/01/2024 21:15,4.8
03/01/2024 21:20,4.1
03/01/2024 21:25,3.3
03/01/2024 21:30,2.6
03/01/2024 21:35,2.3
03/01/2024 21:40,2.6
03/01/2024 21:45,3.2
03/01/2024 21:50,3.6
03/01/2024 21:55,3.9
03/01/2024 22:00,4.1
03/01/2024 22:05,4
03/01/2024 22:10,3.8
03/01/2024 22:15,3.5
03/01/2024 22:20,3.1
03/01/2024 22:25,2.8
03/01/2024 22:30,2.7
03/01/2024 22:35,2.7
03/01/2024 22:40,2.1
03/01/2024 22:45,1
03/01/2024 22:50,-0.3
03/01/2024 22:55,-1.8
03/01/2024 23:00,-3
03/01/2024 23:05,-4.2
03/01/2024 23:10,-5.2
03/01/2024 23:15,-5.6
03/01/2024 23:20,-5.5
03/01/2024 23:25,-5
03/01/2024 23:30,-4.6
03/01/2024 23:35,-3.8
03/01/2024 23:40,-2.5
03/01/2024 23:45,-0.9
03/01/2024 23:50,0.8
03/01/2024 23:55,2.4
04/01/2024 00:00,3.7
04/01/2024 00:05,5
04/01/2024 00:10,6.6
04/01/2024 00:15,7.8
04/01/2024 00:20,8.7
04/01/2024 00:25,9.1
04/01/2024 00:30,8.9
04/01/2024 00:35,8.2
04/01/2024 00:40,7.3
04/01/2024 00:45,6.6
04/01/2024 00:50,5.8
04/01/2024 00:55,5.2
04/01/2024 01:00,4.8
04/01/2024 01:05,4.5
04/01/2024 01:10,4.2
04/01/2024 01:15,4
04/01/2024 01:20,4
04/01/2024 01:25,4.4
04/01/2024 01:30,5.1
04/01/2024 01:35,5.9
04/01/2024 01:40,6.1
04/01/2024 01:45,6
04/01/2024 01:50,5.9
04/01/2024 01:55,5.7
04/01/2024 02:00,5.3
04/01/2024 02:05,4.8
04/01/2024 02:10,4.3
04/01/2024 02:15,3.7
04/01/2024 02:20,3.2
04/01/2024 02:25,2.9
04/01/2024 02:30,2.8
04/01/2024 02:35,3
04/01/2024 02:40,3.9
04/01/2024 02:45,4.9
04/01/2024 02:50,5.8
04/01/2024 02:55,6.8
04/01/2024 03:00,7.6
04/01/2024 03:05,8.2
04/01/2024 03:10,8.4
04/01/2024 03:15,8.4
04/01/2024 03:20,7.9
04/01/2024 03:25,7.1
04/01/2024 03:30,6.3
04/01/2024 03:35,5.7
04/01/2024 03:40,5.1
04/01/2024 03:45,4.4
04/01/2024 03:50,3.9
04/01/2024 03:55,3.6
04/01/2024 04:00,3.6
04/01/2024 04:05,3.3
04/01/2024 04:10,2.9
04/01/2024 04:15,3.1
04/01/2024 04:20,3.4
04/01/2024 04:25,3.7
04/01/2024 04:30,3.7
04/01/2024 04:35,3.6
04/01/2024 04:40,3.8
04/01/2024 04:45,3.9
04/01/2024 04:50,3.9
04/01/2024 04:55,3.9
04/01/2024 05:00,3.8
04/01/2024 05:05,4.4
04/01/2024 05:10,5.4
04/01/2024 05:15,6.1
04/01/2024 05:20,6.8
04/01/2024 05:25,7.5
04/01/2024 05:30,8.3
04/01/2024 05:35,8.5
04/01/2024 05:40,8
04/01/2024 05:45,7.5
04/01/2024 05:50,7
04/01/2024 05:55,6.4
04/01/2024 06:00,6
04/01/2024 06:05,5.4
04/01/2024 06:10,4.9
04/01/2024 06:15,4.7
04/01/2024 06:20,4.7
04/01/2024 06:25,4.8
04/01/2024 06:30,4.9
04/01/2024 06:35,5.1
04/01/2024 06:40,6.1
04/01/2024 06:45,7.3
